"appl_type","appl_no","product_no","patent_no","patexpstr","patexp","drugsub","drugprod","patuse","delist"
"N",21356,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1275",
"N",21356,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-248",
"N",21356,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-250",
"N",21356,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-256",
"N",21356,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-999",
"N",21752,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1170",
"N",21752,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-1259",
"N",21752,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-248",
"N",21752,2,"5922695","Jul 25, 2017",7/25/2017,"Y",,"U-541",
"N",21356,2,"5922695*PED","Jan 25, 2018",1/25/2018,,,,
"N",22201,2,"5925730","May 18, 2021",5/18/2021,"Y","Y","U-943",
"N",21211,2,"5929028","Jan 14, 2018",1/14/2018,,"Y","U-1366",
"N",21211,2,"5929028","Jan 14, 2018",1/14/2018,,"Y","U-567",
"N",21273,2,"5929028","Jan 14, 2018",1/14/2018,,"Y","U-1366",
"N",21356,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1275",
"N",21356,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21356,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-250",
"N",21356,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-256",
"N",21356,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-999",
"N",21752,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1170",
"N",21752,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-1259",
"N",21752,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21752,2,"5935946","Jul 25, 2017",7/25/2017,"Y","Y","U-541",
"N",21356,2,"5935946*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,2,"5935946*PED","Jan 25, 2018",1/25/2018,,,,
"N",21520,2,"5945416","Mar 24, 2017",3/24/2017,"Y","Y",,"Y"
"N",21910,2,"5945449","Oct 31, 2017",10/31/2017,,"Y","U-785",
"N",22047,2,"5948437","May 28, 2017",5/28/2017,,"Y","U-601",
"N",22047,2,"5948437","May 28, 2017",5/28/2017,,"Y","U-814",
"N",22047,2,"5948437","May 28, 2017",5/28/2017,,"Y","U-839",
"N",22047,2,"5948437*PED","Nov 28, 2017",11/28/2017,,,,
"N",21227,2,"5952300","Mar 28, 2017",3/28/2017,,"Y",,
"N",21227,2,"5952300*PED","Sep 28, 2017",9/28/2017,,,,
"N",20239,2,"5952340","Sep 14, 2016",9/14/2016,,,"U-519",
"N",20475,2,"5955109","Sep 21, 2016",9/21/2016,,,"U-134",
"N",21222,2,"5958915","Oct 14, 2016",10/14/2016,,"Y",,
"N",20646,2,"5958951","Jun 10, 2017",6/10/2017,,,,
"N",21671,2,"5962016","Jan 31, 2017",1/31/2017,,"Y","U-584",
"N",21936,2,"5964416","Oct 4, 2016",10/4/2016,,"Y",,
"N",21632,2,"5965525","Feb 17, 2020",2/17/2020,"Y","Y","U-540",
"N",20912,2,"5965581","Oct 23, 2016",10/23/2016,,"Y",,
"N",20913,2,"5965581","Oct 23, 2016",10/23/2016,,,,
"N",21468,2,"5968976","Oct 26, 2018",10/26/2018,,"Y","U-613",
"N",204734,2,"5968976","Oct 26, 2018",10/26/2018,,"Y","U-1592",
"N",20702,2,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",21540,2,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",200153,2,"5969156","Jul 8, 2016",7/8/2016,"Y",,,
"N",20702,2,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",21540,2,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",200153,2,"5969156*PED","Jan 8, 2017",1/8/2017,,,,
"N",20912,2,"5972967","Oct 23, 2016",10/23/2016,,"Y",,
"N",20913,2,"5972967","Oct 23, 2016",10/23/2016,,,,
"N",21283,2,"5972990","Oct 26, 2016",10/26/2016,,,"U-692",
"N",21283,2,"5972990*PED","Apr 26, 2017",4/26/2017,,,,
"N",20468,2,"5976573","Jul 3, 2016",7/3/2016,,"Y",,
"N",21356,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1275",
"N",21356,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21356,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-250",
"N",21356,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-256",
"N",21356,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-999",
"N",21752,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1170",
"N",21752,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-1259",
"N",21752,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-248",
"N",21752,2,"5977089","Jul 25, 2017",7/25/2017,"Y","Y","U-541",
"N",21356,2,"5977089*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,2,"5977089*PED","Jan 25, 2018",1/25/2018,,,,
"N",20912,2,"5978698","Oct 8, 2017",10/8/2017,,,"U-1897",
"N",20913,2,"5978698","Oct 8, 2017",10/8/2017,,,,
"N",201277,2,"5980864","Nov 9, 2016",11/9/2016,"Y","Y","U-1119",
"N",21110,2,"5989591","Mar 11, 2018",3/11/2018,,"Y",,
"N",21110,2,"5989591*PED","Sep 11, 2018",9/11/2018,,,,
"N",20221,2,"5994409","Dec 8, 2017",12/8/2017,,,"U-305",
"N",21671,2,"5997899","Sep 1, 2016",9/1/2016,,"Y",,
"N",20987,2,"5997903","Dec 7, 2016",12/7/2016,,,,
"N",20987,2,"5997903*PED","Jun 7, 2017",6/7/2017,,,,
"N",20667,2,"6001861","Jan 16, 2018",1/16/2018,,,"U-784",
"N",21446,2,"6001876","Dec 30, 2018",12/30/2018,,,"U-55","Y"
"N",21446,2,"6001876","Dec 30, 2018",12/30/2018,,,"U-819","Y"
"N",203341,2,"6002008","Mar 27, 2018",3/27/2018,"Y","Y","U-1284",
"N",21536,2,"6004297","Jan 28, 2019",1/28/2019,,"Y",,
"N",21560,2,"6004973","Jul 12, 2016",7/12/2016,,"Y","U-1049",
"N",21560,2,"6004973","Jul 12, 2016",7/12/2016,,"Y","U-1365",
"N",22334,2,"6004973","Jul 12, 2016",7/12/2016,,"Y",,
"N",203985,2,"6004973","Jul 12, 2016",7/12/2016,,"Y",,
"N",21560,2,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",22334,2,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",203985,2,"6004973*PED","Jan 12, 2017",1/12/2017,,,,
"N",21658,2,"6006745","Dec 28, 2016",12/28/2016,,"Y",,
"N",20719,2,"6011049","Nov 13, 2017",11/13/2017,,,"U-301",
"N",21688,2,"6011068","Mar 8, 2018",3/8/2018,"Y","Y",,
"N",20326,2,"6017922","May 18, 2018",5/18/2018,,,,
"N",21518,2,"6017927","Nov 19, 2018",11/19/2018,"Y","Y",,
"N",21518,2,"6017927*PED","May 19, 2019",5/19/2019,,,,
"N",205437,2,"6020358","Oct 30, 2018",10/30/2018,"Y","Y","U-1504",
"N",21589,2,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21590,2,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21712,2,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,2,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",21793,2,"6024981","Apr 9, 2018",4/9/2018,,"Y",,
"N",50791,2,"6025391","Apr 10, 2017",4/10/2017,,"Y","U-908",
"N",21949,2,"6027714","Jan 9, 2018",1/9/2018,,"Y","U-787",
"N",22468,2,"6028071","Jul 16, 2022",7/16/2022,"Y","Y","U-1004",
"N",21688,2,"6031003","Dec 14, 2016",12/14/2016,,,,
"N",20263,2,"6036976","Dec 13, 2016",12/13/2016,,,,
"N",20517,2,"6036976","Dec 13, 2016",12/13/2016,,,,
"N",203696,2,"6036976","Dec 13, 2016",12/13/2016,,"Y",,
"N",21906,2,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",21976,2,"6037157*PED","Dec 26, 2016",12/26/2016,,,,
"N",20786,2,"6037353","Mar 14, 2017",3/14/2017,,,"U-1159",
"N",21704,2,"6037353","Mar 14, 2017",3/14/2017,,,"U-1159",
"N",21909,2,"6037353","Mar 14, 2017",3/14/2017,,,"U-1158",
"N",21909,2,"6037353","Mar 14, 2017",3/14/2017,,,"U-1466",
"N",201373,2,"6037353","Mar 14, 2017",3/14/2017,,,"U-1157",
"N",20786,2,"6037353*PED","Sep 14, 2017",9/14/2017,,,,
"N",21704,2,"6037353*PED","Sep 14, 2017",9/14/2017,,,,
"N",201373,2,"6037353*PED","Sep 14, 2017",9/14/2017,,,,
"N",20786,2,"6039974","Jul 31, 2018",7/31/2018,,"Y",,
"N",21356,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-1275",
"N",21356,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21356,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-250",
"N",21356,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-256",
"N",21356,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-999",
"N",21752,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-1170",
"N",21752,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-1259",
"N",21752,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-248",
"N",21752,2,"6043230","Jul 25, 2017",7/25/2017,,,"U-541",
"N",21356,2,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",21752,2,"6043230*PED","Jan 25, 2018",1/25/2018,,,,
"N",20785,2,"6045501","Aug 28, 2018",8/28/2018,,,"U-371",
"N",20785,2,"6045501","Aug 28, 2018",8/28/2018,,,"U-731",
"N",21880,2,"6045501","Aug 28, 2018",8/28/2018,,,"U-1210",
"N",204026,2,"6045501","Aug 28, 2018",8/28/2018,,,"U-1361",
"N",18874,2,"6051567","Aug 2, 2019",8/2/2019,,,,
"N",18874,2,"6051567*PED","Feb 2, 2020",2/2/2020,,,,
"N",20235,2,"6054482","Apr 25, 2017",4/25/2017,,,,
"N",20882,2,"6054482","Apr 25, 2017",4/25/2017,,,,
"N",20235,2,"6054482*PED","Oct 25, 2017",10/25/2017,,,,
"N",20882,2,"6054482*PED","Oct 25, 2017",10/25/2017,,,,
"N",21926,2,"6060499","Aug 14, 2017",8/14/2017,,"Y","U-1719",
"N",21926,2,"6060499*PED","Feb 14, 2018",2/14/2018,,,,
"N",21042,2,"6063811","May 6, 2017",5/6/2017,,,"U-602",
"N",21052,2,"6063811","May 6, 2017",5/6/2017,,,"U-266",
"N",21042,2,"6063811*PED","Nov 6, 2017",11/6/2017,,,,
"N",21052,2,"6063811*PED","Nov 6, 2017",11/6/2017,,,,
"N",20885,2,"6063927","Apr 23, 2019",4/23/2019,,,,
"N",20885,2,"6063927*PED","Oct 23, 2019",10/23/2019,,,,
"N",21260,2,"6066339","Nov 25, 2017",11/25/2017,,"Y",,
"N",22518,2,"6068832","Aug 27, 2017",8/27/2017,,"Y","U-1068",
"N",205641,2,"6068832","Aug 27, 2017",8/27/2017,,"Y","U-645",
"N",22067,2,"6071523","Jun 3, 2018",6/3/2018,,"Y",,
"N",22580,2,"6071537","Jun 23, 2017",6/23/2017,,,"U-1262",
"N",22304,2,"6071970","Jun 6, 2017",6/6/2017,,,"U-931",
"N",200533,2,"6071970","Jun 6, 2017",6/6/2017,,,"U-1178",
"N",200533,2,"6071970","Jun 6, 2017",6/6/2017,,,"U-1276",
"N",22264,2,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",207946,2,"6077843","May 12, 2017",5/12/2017,,"Y","U-543",
"N",22264,2,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",207946,2,"6077843*PED","Nov 12, 2017",11/12/2017,,,,
"N",20381,2,"6080428","May 27, 2017",5/27/2017,,,"U-1138",
"N",20381,2,"6080428","May 27, 2017",5/27/2017,,,"U-1139",
"N",20381,2,"6080428","May 27, 2017",5/27/2017,,,"U-1140",
"N",20381,2,"6080428","May 27, 2017",5/27/2017,,,"U-1141",
"N",20381,2,"6080428","May 27, 2017",5/27/2017,,,"U-331",
"N",21249,2,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",21249,2,"6080428","May 27, 2017",5/27/2017,,,"U-1133",
"N",21249,2,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",21249,2,"6080428","May 27, 2017",5/27/2017,,,"U-447",
"N",22078,2,"6080428","May 27, 2017",5/27/2017,,,"U-1132",
"N",22078,2,"6080428","May 27, 2017",5/27/2017,,,"U-1134",
"N",22078,2,"6080428","May 27, 2017",5/27/2017,,,"U-862",
"N",21316,2,"6080778","Mar 23, 2018",3/23/2018,,,"U-456",
"N",22512,2,"6087380","Dec 28, 2021",12/28/2021,"Y","Y","U-1931",
"N",21567,2,"6087383","Dec 21, 2018",12/21/2018,"Y","Y",,
"N",21567,2,"6087383*PED","Jun 21, 2019",6/21/2019,,,,
"N",13718,2,"6090799","Jul 18, 2017",7/18/2017,,,"U-585",
"N",20552,2,"6096339","Apr 4, 2017",4/4/2017,,,"U-365",
"N",21515,2,"6096341","Oct 30, 2018",10/30/2018,,,,
"N",21549,2,"6096742","Jul 1, 2018",7/1/2018,,,,
"N",21549,2,"6096742","Jul 1, 2018",7/1/2018,"Y","Y",,
"N",21549,2,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-1743",
"N",21549,2,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-1744",
"N",21549,2,"6096742","Jul 1, 2018",7/1/2018,"Y","Y","U-745",
"N",21574,2,"6099859","Mar 20, 2018",3/20/2018,,"Y",,
"N",22024,2,"6099859","Mar 20, 2018",3/20/2018,,"Y",,
"N",21169,2,"6099863","Jun 6, 2017",6/6/2017,,,,
"N",21312,2,"6100274","Jul 7, 2019",7/7/2019,,"Y",,
"N",21312,2,"6100274*PED","Jan 7, 2020",1/7/2020,,,,
"N",21590,2,"6106861","Dec 5, 2017",12/5/2017,,"Y",,
"N",21513,2,"6106864","Aug 21, 2016",8/21/2016,,"Y","U-630",
"N",20487,2,"6107302*PED","Jul 19, 2016",7/19/2016,,,,
"N",21506,2,"6107458","Mar 16, 2019",3/16/2019,"Y","Y","U-650",
"N",21506,2,"6107458","Mar 16, 2019",3/16/2019,"Y","Y","U-845",
"N",21016,2,"6110940","Aug 29, 2017",8/29/2017,,,,
"N",21332,2,"6114304","Sep 5, 2017",9/5/2017,,,"U-637",
"N",21332,2,"6114304","Sep 5, 2017",9/5/2017,,,"U-640",
"N",21658,2,"6120752","May 13, 2018",5/13/2018,,"Y",,
"N",20031,2,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20031,2,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20885,2,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20885,2,"6121291","Mar 17, 2017",3/17/2017,,,"U-431",
"N",20936,2,"6121291","Mar 17, 2017",3/17/2017,,,"U-286",
"N",20031,2,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20885,2,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",20936,2,"6121291*PED","Sep 17, 2017",9/17/2017,,,,
"N",21929,2,"6123924","Sep 26, 2017",9/26/2017,,"Y",,
"N",20931,2,"6124363","Oct 9, 2018",10/9/2018,,,,
"N",20845,2,"6125846","May 16, 2017",5/16/2017,,"Y","U-1457",
"N",20845,2,"6125846*PED","Nov 16, 2017",11/16/2017,,,,
"N",21641,2,"6126968","Sep 18, 2016",9/18/2016,,"Y",,
"N",20641,2,"6132758","Jun 1, 2018",6/1/2018,,"Y",,
"N",21227,2,"6136783","Mar 28, 2017",3/28/2017,,,"U-607",
"N",21227,2,"6136783*PED","Sep 28, 2017",9/28/2017,,,,
"N",20912,2,"6136794","Jan 29, 2019",1/29/2019,,,"U-1898",
"N",20913,2,"6136794","Jan 29, 2019",1/29/2019,,,,
"N",20819,2,"6136799","Apr 8, 2018",4/8/2018,,,,
"N",20819,2,"6136799*PED","Oct 8, 2018",10/8/2018,,,,
"N",21368,2,"6140329","Jul 11, 2016",7/11/2016,,"Y","U-155",
"N",21949,2,"6142145","May 8, 2018",5/8/2018,,"Y",,
"N",20468,2,"6143329","Jul 3, 2016",7/3/2016,,"Y",,
"N",19810,2,"6147103","Oct 9, 2018",10/9/2018,,,,
"N",21153,2,"6147103","Oct 9, 2018",10/9/2018,,,,
"N",19810,2,"6147103*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,2,"6147103*PED","Apr 9, 2019",4/9/2019,,,,
"N",21936,2,"6149054","Dec 16, 2016",12/16/2016,,"Y",,
"N",21936,2,"6149054*PED","Jun 16, 2017",6/16/2017,,,,
"N",202088,2,"6149938","Jul 23, 2018",7/23/2018,,"Y",,
"N",20825,2,"6150366","May 27, 2019",5/27/2019,,"Y",,
"N",19810,2,"6150380","Nov 10, 2018",11/10/2018,,,,
"N",19810,2,"6150380*PED","May 10, 2019",5/10/2019,,,,
"N",20280,2,"6152897","Nov 20, 2018",11/20/2018,,"Y",,
"N",22266,2,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",205637,2,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",207932,2,"6159498","Oct 18, 2016",10/18/2016,,"Y",,
"N",21254,2,"6161724","Jan 16, 2018",1/16/2018,,"Y",,
"N",21433,2,"6161724","Jan 16, 2018",1/16/2018,,"Y",,
"N",21254,2,"6161724*PED","Jul 16, 2018",7/16/2018,,,,
"N",21433,2,"6161724*PED","Jul 16, 2018",7/16/2018,,,,
"N",20364,2,"6162802","Dec 19, 2017",12/19/2017,,,"U-367",
"N",20835,2,"6165513","Jun 10, 2018",6/10/2018,,,,
"N",20835,2,"6165513*PED","Dec 10, 2018",12/10/2018,,,,
"N",19810,2,"6166213","Oct 9, 2018",10/9/2018,,,,
"N",21153,2,"6166213","Oct 9, 2018",10/9/2018,,,,
"N",19810,2,"6166213*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,2,"6166213*PED","Apr 9, 2019",4/9/2019,,,,
"N",22173,2,"6169084","Sep 30, 2018",9/30/2018,"Y","Y","U-1026",
"N",21254,2,"6170717","Dec 23, 2017",12/23/2017,,"Y",,
"N",21433,2,"6170717","Dec 23, 2017",12/23/2017,,"Y",,
"N",21254,2,"6170717*PED","Jun 23, 2018",6/23/2018,,,,
"N",21433,2,"6170717*PED","Jun 23, 2018",6/23/2018,,,,
"N",21671,2,"6171613","Oct 1, 2016",10/1/2016,,"Y",,
"N",20903,2,"6172046","Sep 21, 2017",9/21/2017,,,"U-1014",
"N",20903,2,"6172046","Sep 21, 2017",9/21/2017,,,"U-377",
"N",20903,2,"6172046*PED","Mar 21, 2018",3/21/2018,,,,
"N",50791,2,"6172107","Apr 10, 2017",4/10/2017,,"Y","U-908",
"N",20885,2,"6172233","Jan 15, 2018",1/15/2018,,,,
"N",20885,2,"6172233*PED","Jul 15, 2018",7/15/2018,,,,
"N",20963,2,"6174524","Mar 26, 2019",3/26/2019,,"Y",,
"N",20963,2,"6174524*PED","Sep 26, 2019",9/26/2019,,,,
"N",20903,2,"6177074","Nov 1, 2016",11/1/2016,,,"U-1013",
"N",20903,2,"6177074","Nov 1, 2016",11/1/2016,,,"U-454",
"N",20903,2,"6177074*PED","May 1, 2017",5/1/2017,,,,
"N",20705,2,"6177101","Jun 7, 2019",6/7/2019,,,,
"N",19810,2,"6191148","Oct 9, 2018",10/9/2018,,,,
"N",21153,2,"6191148","Oct 9, 2018",10/9/2018,,,,
"N",19810,2,"6191148*PED","Apr 9, 2019",4/9/2019,,,,
"N",21153,2,"6191148*PED","Apr 9, 2019",4/9/2019,,,,
"N",21671,2,"6193998","Sep 1, 2016",9/1/2016,,"Y",,
"N",21346,2,"6194006","Dec 30, 2018",12/30/2018,,"Y",,
"N",21346,2,"6194006*PED","Jun 30, 2019",6/30/2019,,,,
"N",20667,2,"6194445","Jan 16, 2018",1/16/2018,,,"U-784",
"N",21446,2,"6197819","Dec 30, 2018",12/30/2018,"Y","Y",,
"N",21947,2,"6200604","Mar 26, 2019",3/26/2019,,,"U-767",
"N",50750,2,"6207661","Feb 22, 2019",2/22/2019,,"Y",,
"N",21514,2,"6210705","Sep 30, 2018",9/30/2018,,"Y","U-727",
"N",22036,2,"6211229","Feb 17, 2020",2/17/2020,,,"U-620",
"N",21589,2,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21590,2,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21712,2,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21726,2,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21793,2,"6221392","Apr 9, 2018",4/9/2018,,"Y",,
"N",21629,2,"6221633","Jun 18, 2018",6/18/2018,"Y","Y","U-471",
"N",21444,2,"6224905","Jun 10, 2017",6/10/2017,,"Y",,
"N",21444,2,"6224905*PED","Dec 10, 2017",12/10/2017,,,,
"N",21856,2,"6225474","Jun 18, 2019",6/18/2019,"Y",,,
"N",21284,2,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-472",
"N",21802,2,"6228398","Nov 1, 2019",11/1/2019,,"Y","U-676",
"N",202880,2,"6228398","Nov 1, 2019",11/1/2019,,"Y",,
"N",20972,2,"6238695","Apr 6, 2019",4/6/2019,,"Y",,
"N",20972,2,"6238695*PED","Oct 6, 2019",10/6/2019,,,,
"N",21560,2,"6239124","Jul 29, 2017",7/29/2017,,,"U-1049",
"N",21560,2,"6239124*PED","Jan 29, 2018",1/29/2018,,,,
"N",21067,2,"6240918","Feb 20, 2017",2/20/2017,,"Y",,
"N",21067,2,"6240918*PED","Aug 20, 2017",8/20/2017,,,,
"N",21671,2,"6241999","Sep 1, 2016",9/1/2016,,"Y",,
"N",20825,2,"6245766","Dec 18, 2018",12/18/2018,,,"U-601",
"N",22433,2,"6251910","Jul 15, 2018",7/15/2018,"Y",,,
"N",201292,2,"6251912","Jul 29, 2018",7/29/2018,"Y","Y","U-1067",
"N",21868,2,"6257233","May 14, 2019",5/14/2019,,,"U-704",
"N",21658,2,"6264923","May 13, 2018",5/13/2018,,"Y",,
"N",18874,2,"6265392","Aug 2, 2019",8/2/2019,,,,
"N",18874,2,"6265392*PED","Feb 2, 2020",2/2/2020,,,,
"N",50710,2,"6268489","Jul 31, 2018",7/31/2018,"Y",,,
"N",18874,2,"6274169","Aug 2, 2019",8/2/2019,,,,
"N",18874,2,"6274169*PED","Feb 2, 2020",2/2/2020,,,,
"N",20699,2,"6274171","Mar 20, 2017",3/20/2017,,,,
"N",20699,2,"6274171*PED","Sep 20, 2017",9/20/2017,,,,
"N",205777,2,"6277384","Dec 22, 2018",12/22/2018,,"Y",,
"N",21656,2,"6277405","Jan 9, 2018",1/9/2018,"Y",,,
"N",22291,2,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1306",
"N",22291,2,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1575",
"N",22291,2,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-1714",
"N",22291,2,"6280959","Oct 30, 2018",10/30/2018,"Y","Y","U-930",
"N",22291,2,"6280959*PED","Apr 30, 2019",4/30/2019,,,,
"N",21880,2,"6281230","Jul 24, 2016",7/24/2016,,,"U-1212",
"N",21880,2,"6281230","Jul 24, 2016",7/24/2016,,,"U-1414",
"N",21906,2,"6284767*PED","Aug 15, 2016",8/15/2016,,,,
"N",21949,2,"6287540","Jan 9, 2018",1/9/2018,,"Y",,
"N",22037,2,"6287599","Dec 20, 2020",12/20/2020,,"Y",,
"N",22037,2,"6287599*PED","Jun 20, 2021",6/20/2021,,,,
"N",21071,2,"6288095","Feb 11, 2017",2/11/2017,,,"U-420","Y"
"N",21410,2,"6288095","Feb 11, 2017",2/11/2017,,,"U-493","Y"
"N",21071,2,"6288095*PED","Aug 11, 2017",8/11/2017,,,,
"N",21410,2,"6288095*PED","Aug 11, 2017",8/11/2017,,,,
"N",20746,2,"6291445","Apr 29, 2017",4/29/2017,,,,
"N",20746,2,"6291445*PED","Oct 29, 2017",10/29/2017,,,,
"N",21455,2,"6294196","Oct 7, 2019",10/7/2019,,"Y",,
"N",20818,2,"6294197","Jun 18, 2017",6/18/2017,,,"U-3",
"N",21283,2,"6294197","Jun 18, 2017",6/18/2017,,,"U-3",
"N",21990,2,"6294197","Jun 18, 2017",6/18/2017,,"Y","U-3",
"N",22314,2,"6294197","Jun 18, 2017",6/18/2017,,"Y","U-3",
"N",20818,2,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",21283,2,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",21990,2,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",22314,2,"6294197*PED","Dec 18, 2017",12/18/2017,,,,
"N",21178,2,"6303146","Jul 14, 2019",7/14/2019,,,"U-412",
"N",21178,2,"6303146*PED","Jan 14, 2020",1/14/2020,,,,
"N",21526,2,"6303607","May 27, 2019",5/27/2019,,,"U-705",
"N",21073,2,"6303640","Aug 9, 2016",8/9/2016,,,"U-425",
"N",21925,2,"6303640","Aug 9, 2016",8/9/2016,,,"U-753",
"N",22271,2,"6303640","Aug 9, 2016",8/9/2016,,,"U-1332",
"N",22426,2,"6303640","Aug 9, 2016",8/9/2016,,,"U-1332",
"N",203414,2,"6303640","Aug 9, 2016",8/9/2016,,,"U-1332",
"N",21995,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1996",
"N",22044,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1996",
"N",22271,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1333",
"N",22426,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1333",
"N",201281,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-802",
"N",202270,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1996",
"N",202343,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1188",
"N",203414,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1333",
"N",206073,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-1651",
"N",208026,2,"6303661","Apr 24, 2017",4/24/2017,,,"U-802",
"N",50791,2,"6306900","Feb 27, 2018",2/27/2018,,"Y",,
"N",205703,2,"6310094","Jan 12, 2021",1/12/2021,,"Y",,
"N",21688,2,"6313146","Dec 14, 2016",12/14/2016,"Y","Y",,
"N",21254,2,"6315173","Dec 23, 2017",12/23/2017,,"Y",,
"N",21433,2,"6315173","Dec 23, 2017",12/23/2017,,"Y",,
"N",21254,2,"6315173*PED","Jun 23, 2018",6/23/2018,,,,
"N",21433,2,"6315173*PED","Jun 23, 2018",6/23/2018,,,,
"N",20785,2,"6315720","Oct 23, 2020",10/23/2020,,,"U-442",
"N",20785,2,"6315720","Oct 23, 2020",10/23/2020,,,"U-731",
"N",21880,2,"6315720","Oct 23, 2020",10/23/2020,,,"U-1210",
"N",204026,2,"6315720","Oct 23, 2020",10/23/2020,,,"U-1361",
"N",22083,2,"6316023","Jan 8, 2019",1/8/2019,,"Y",,
"N",21366,2,"6316460","Aug 4, 2020",8/4/2020,,"Y",,
"N",21366,2,"6316460*PED","Feb 4, 2021",2/4/2021,,,,
"N",204026,2,"6316471","Aug 10, 2016",8/10/2016,,"Y","U-1360",
